question,error,domain,country,organization_name,confidence
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in AFGHANISTAN?",,SCIENCE & TECHNOLOGY,AFGHANISTAN,Ministry of Communications and Information Technology,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in VENEZUELA?",,SCIENCE & TECHNOLOGY,VENEZUELA,Ministry of Science and Technology (MINCYT),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GAMBIA?",,SCIENCE & TECHNOLOGY,GAMBIA,"Ministry of Higher Education, Research, Science and Technology (MoHERST)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CAMEROON?",,SCIENCE & TECHNOLOGY,CAMEROON,Ministry of Scientific Research and Innovation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LEBANON?",,SCIENCE & TECHNOLOGY,LEBANON,Ministry of Technology and Artificial Intelligence,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NIGERIA?",,SCIENCE & TECHNOLOGY,NIGERIA,"Federal Ministry of Innovation, Science and Technology (FMIST)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SOLOMON  ISLANDS?",,SCIENCE & TECHNOLOGY,SOLOMON  ISLANDS,Ministry of Education and Human Resources Development (MEHRD),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in VIETNAM?",,SCIENCE & TECHNOLOGY,VIETNAM,Ministry of Science and Technology (MoST),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ALBANIA?",,SCIENCE & TECHNOLOGY,ALBANIA,Ministry of Education and Sports,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CANADA?",,SCIENCE & TECHNOLOGY,CANADA,"Innovation, Science and Economic Development Canada",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GEORGIA?",,SCIENCE & TECHNOLOGY,GEORGIA,"Ministry of Education, Science and Youth of Georgia",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LESOTHO?",,SCIENCE & TECHNOLOGY,LESOTHO,"Ministry of Information, Communications, Science, Technology and Innovation (MICSTI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SOMALIA?",,SCIENCE & TECHNOLOGY,SOMALIA,Ministry of Communications and Technology,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NORTH MACEDONIA?",,SCIENCE & TECHNOLOGY,NORTH MACEDONIA,Ministry of Education and Science,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ALGERIA?",,SCIENCE & TECHNOLOGY,ALGERIA,Ministry of Higher Education and Scientific Research,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in YEMEN?",,SCIENCE & TECHNOLOGY,YEMEN,Ministry of Higher Education and Scientific Research,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GERMANY?",,SCIENCE & TECHNOLOGY,GERMANY,"Federal Ministry for Research, Technology and Space",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CENTRAL AFRICAN REPUBLIC?",,SCIENCE & TECHNOLOGY,CENTRAL AFRICAN REPUBLIC,"Ministry of Higher Education, Scientific Research and Technological Innovation (MESRSIT)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in NORWAY?",,SCIENCE & TECHNOLOGY,NORWAY,Ministry of Education and Research,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LIBERIA?",,SCIENCE & TECHNOLOGY,LIBERIA,NONE,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SOUTH AFRICA?",,SCIENCE & TECHNOLOGY,SOUTH AFRICA,"Department of Science, Technology and Innovation (DSTI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ZAMBIA?",,SCIENCE & TECHNOLOGY,ZAMBIA,Ministry of Technology and Science,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ANDORRA?",,SCIENCE & TECHNOLOGY,ANDORRA,"Ministry of Presidency, Economy, Labor, and Housing",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CHILE?",,SCIENCE & TECHNOLOGY,CHILE,"Ministry of Science, Technology, Knowledge and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GHANA?",,SCIENCE & TECHNOLOGY,GHANA,"Ministry of Environment, Science, Technology and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LIBYA?",,SCIENCE & TECHNOLOGY,LIBYA,Ministry of Higher Education and Scientific Research of Libya,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in OMAN?",,SCIENCE & TECHNOLOGY,OMAN,"Ministry of Higher Education, Scientific Research and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SOUTH KOREA?",,SCIENCE & TECHNOLOGY,SOUTH KOREA,Ministry of Science and ICT,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ZIMBABWE?",,SCIENCE & TECHNOLOGY,ZIMBABWE,"Ministry of Higher and Tertiary Education, Innovation, Science and Technology Development",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ANGOLA?",,SCIENCE & TECHNOLOGY,ANGOLA,"Ministry of Higher Education, Science, Technology and Innovation (Ministério do Ensino Superior, Ciência, Tecnologia e Inovação - MESCTI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CHINA?",,SCIENCE & TECHNOLOGY,CHINA,Ministry of Science and Technology (MOST) of the People's Republic of China,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GREECE?",,SCIENCE & TECHNOLOGY,GREECE,Ministry of Education and Religious Affairs (through the General Secretariat for Research and Technology),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LIECHTENSTEIN?",,SCIENCE & TECHNOLOGY,LIECHTENSTEIN,Ministry of Infrastructure and Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in PAKISTAN?",,SCIENCE & TECHNOLOGY,PAKISTAN,Ministry of Science and Technology,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SOUTH SUDAN?",,SCIENCE & TECHNOLOGY,SOUTH SUDAN,"Ministry of Higher Education, Science and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ANTIGUA AND BARBUDA?",,SCIENCE & TECHNOLOGY,ANTIGUA AND BARBUDA,"Ministry of Education, Sports and Creative Industries",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in COLOMBIA?",,SCIENCE & TECHNOLOGY,COLOMBIA,"Ministry of Science, Technology and Innovation (Ministerio de Ciencia, Tecnología e Innovación)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GRENADA?",,SCIENCE & TECHNOLOGY,GRENADA,"Ministry of Climate Resilience, the Environment, Forestry, Fisheries, Disaster Management and Information",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in PALAU?",,SCIENCE & TECHNOLOGY,PALAU,"Ministry of Agriculture, Fisheries, and the Environment",ConfidenceLevel.MEDIUM
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LITHUANIA?",,SCIENCE & TECHNOLOGY,LITHUANIA,"Ministry of Education, Science and Sport of the Republic of Lithuania",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SPAIN?",,SCIENCE & TECHNOLOGY,SPAIN,"Ministry of Science, Innovation and Universities (Ministerio de Ciencia, Innovación y Universidades)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ARGENTINA?",,SCIENCE & TECHNOLOGY,ARGENTINA,"Ministry of Science, Technology and Innovation (Ministerio de Ciencia, Tecnología e Innovación Productiva, MINCYT)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in COMOROS?",,SCIENCE & TECHNOLOGY,COMOROS,"Ministry of Science, Technology and Productive Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GUATEMALA?",,SCIENCE & TECHNOLOGY,GUATEMALA,National Council for Science and Technology (CONCYT),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in LUXEMBOURG?",,SCIENCE & TECHNOLOGY,LUXEMBOURG,Ministry of Research and Higher Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in PANAMA?",,SCIENCE & TECHNOLOGY,PANAMA,"National Secretariat of Science, Technology and Innovation (SENACYT)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ARMENIA?",,SCIENCE & TECHNOLOGY,ARMENIA,"Ministry of Education, Science, Culture and Sports of the Republic of Armenia",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SRI LANKA?",,SCIENCE & TECHNOLOGY,SRI LANKA,Ministry of Science and Technology,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CONGO?",,SCIENCE & TECHNOLOGY,CONGO,Ministry of Scientific Research and Technological Innovation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GUINEA?",,SCIENCE & TECHNOLOGY,GUINEA,"Ministry of Higher Education, Scientific Research and Innovation (MESRSI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MADAGASCAR?",,SCIENCE & TECHNOLOGY,MADAGASCAR,Ministère de l'Enseignement Supérieur et de la Recherche Scientifique,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in PAPUA NEW GUINEA?",,SCIENCE & TECHNOLOGY,PAPUA NEW GUINEA,"Ministry of Higher Education, Research, Science and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SUDAN?",,SCIENCE & TECHNOLOGY,SUDAN,Ministry of Higher Education and Scientific Research (MOHE),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in AUSTRALIA?",,SCIENCE & TECHNOLOGY,AUSTRALIA,"Department of Industry, Science and Resources",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in COSTA RICA?",,SCIENCE & TECHNOLOGY,COSTA RICA,"Ministry of Science, Innovation, Technology and Telecommunications (MICITT)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GUINEA-BISSAU?",,SCIENCE & TECHNOLOGY,GUINEA-BISSAU,"Ministry of Higher Education, Research, Science and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MALAWI?",,SCIENCE & TECHNOLOGY,MALAWI,"Ministry of Education, Science and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in PARAGUAY?",,SCIENCE & TECHNOLOGY,PARAGUAY,Consejo Nacional de Ciencia y Tecnología (CONACYT),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in AUSTRIA?",,SCIENCE & TECHNOLOGY,AUSTRIA,"Federal Ministry of Education, Science and Research (BMBWF)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SURINAME?",,SCIENCE & TECHNOLOGY,SURINAME,"Ministry of Education, Science and Culture",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CÔTE D'IVOIRE?",,SCIENCE & TECHNOLOGY,CÔTE D'IVOIRE,Ministry of Higher Education and Scientific Research of Côte d'Ivoire,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in GUYANA?",,SCIENCE & TECHNOLOGY,GUYANA,Office of the Prime Minister of Guyana,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MALAYSIA?",,SCIENCE & TECHNOLOGY,MALAYSIA,"Ministry of Science, Technology and Innovation (MOSTI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in PERU?",,SCIENCE & TECHNOLOGY,PERU,"Ministry of Science, Innovation and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SWEDEN?",,SCIENCE & TECHNOLOGY,SWEDEN,Ministry of Education and Research,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in AZERBAIJAN?",,SCIENCE & TECHNOLOGY,AZERBAIJAN,Ministry of Science and Education of the Republic of Azerbaijan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in HAITI?",,SCIENCE & TECHNOLOGY,HAITI,NONE,ConfidenceLevel.MEDIUM
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CROATIA?",,SCIENCE & TECHNOLOGY,CROATIA,"Ministry of Science, Education and Youth",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MALDIVES?",,SCIENCE & TECHNOLOGY,MALDIVES,"Ministry of Environment, Climate Change and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in PHILIPPINES?",,SCIENCE & TECHNOLOGY,PHILIPPINES,Department of Science and Technology,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SWITZERLAND?",,SCIENCE & TECHNOLOGY,SWITZERLAND,"State Secretariat for Education, Research and Innovation (SERI)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in BAHAMAS (THE)?",,SCIENCE & TECHNOLOGY,BAHAMAS (THE),"Bahamas Environment, Science and Technology Commission (BEST), Office of the Prime Minister",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CUBA?",,SCIENCE & TECHNOLOGY,CUBA,"Ministry of Science, Technology and Environment (CITMA)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in HONDURAS?",,SCIENCE & TECHNOLOGY,HONDURAS,"National Secretariat of Science, Technology, and Innovation (SENACIT)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MALI?",,SCIENCE & TECHNOLOGY,MALI,Ministry of Higher Education and Scientific Research,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in SYRIA?",,SCIENCE & TECHNOLOGY,SYRIA,Ministry of Higher Education and Scientific Research,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in POLAND?",,SCIENCE & TECHNOLOGY,POLAND,Ministry of Science and Higher Education,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in BAHRAIN?",,SCIENCE & TECHNOLOGY,BAHRAIN,National Space Science Agency,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CYPRUS?",,SCIENCE & TECHNOLOGY,CYPRUS,"Deputy Ministry of Research, Innovation and Digital Policy of Cyprus",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in HUNGARY?",,SCIENCE & TECHNOLOGY,HUNGARY,Ministry of Culture and Innovation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MALTA?",,SCIENCE & TECHNOLOGY,MALTA,Malta Council for Science and Technology (MCST),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in PORTUGAL?",,SCIENCE & TECHNOLOGY,PORTUGAL,"Ministry of Education, Science and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in TAJIKISTAN?",,SCIENCE & TECHNOLOGY,TAJIKISTAN,Ministry of Education and Science of the Republic of Tajikistan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in CZECH REPUBLIC?",,SCIENCE & TECHNOLOGY,CZECH REPUBLIC,"Ministry of Education, Youth and Sports",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in BANGLADESH?",,SCIENCE & TECHNOLOGY,BANGLADESH,Ministry of Science and Technology (Bangladesh),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ICELAND?",,SCIENCE & TECHNOLOGY,ICELAND,"Ministry of Higher Education, Science and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in QATAR?",,SCIENCE & TECHNOLOGY,QATAR,Ministry of Communications and Information Technology (MCIT),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MARSHALL ISLANDS?",,SCIENCE & TECHNOLOGY,MARSHALL ISLANDS,"Ministry of Education, Sports and Training",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in BARBADOS?",,SCIENCE & TECHNOLOGY,BARBADOS,"Ministry of Industry, Innovation, Science and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in TANZANIA?",,SCIENCE & TECHNOLOGY,TANZANIA,"Ministry of Education, Science, Technology and Vocational Training",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in INDIA?",,SCIENCE & TECHNOLOGY,INDIA,Ministry of Science and Technology,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA?",,SCIENCE & TECHNOLOGY,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,Academy of Sciences of the Democratic People's Republic of Korea,ConfidenceLevel.MEDIUM
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MAURITANIA?",,SCIENCE & TECHNOLOGY,MAURITANIA,"Ministry of Tertiary Education, Research, Science, and Technology",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in ROMANIA?",,SCIENCE & TECHNOLOGY,ROMANIA,"Ministry of Research, Innovation and Digitalization",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in THAILAND?",,SCIENCE & TECHNOLOGY,THAILAND,"Ministry of Higher Education, Science, Research and Innovation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in DEMOCRATIC REPUBLIC OF THE CONGO?",,SCIENCE & TECHNOLOGY,DEMOCRATIC REPUBLIC OF THE CONGO,Ministry of Scientific Research and Technological Innovation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in TIMOR-LESTE?",,SCIENCE & TECHNOLOGY,TIMOR-LESTE,"Ministry of Higher Education, Science and Culture",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for SCIENCE & TECHNOLOGY in MAURITIUS?",,SCIENCE & TECHNOLOGY,MAURITIUS,"Ministry of Education, Tertiary Education, Science and Technology",ConfidenceLevel.HIGH
